번호,지역,도서관명,주소,운영상태,홈페이지
333,서울,서울 구로구신도림동새마을작은도서관,서울특별시 구로구 신도림로 40 ,시행중 ,http://lib.guro.go.kr/ 
332,서울,서울 구로구신도림어린이영어작은도서관,서울특별시 구로구 신도림로 40 ,시행중 ,http://lib.guro.go.kr/ 
331,서울,서울 구로구궁동어린이도서관,서울특별시 구로구 구로구 오리로 1352 ,시행중 ,http://lib.guro.go.kr/ 
330,서울,서울 구로구글마루한옥어린이도서관,서울특별시 구로구 고척로27바길 7 ,시행중 ,http://lib.guro.go.kr/ 
329,서울,서울 구로구개봉도서관,서울특별시 구로구 개봉로16길 30-11 ,시행중 ,http://lib.guro.go.kr/ 
328,서울,서울 구로구하늘도서관,서울특별시 구로구 구로동로13길 68 ,시행중 ,http://lib.guro.go.kr/ 
327,서울,서울 구로구립온누리도서관,서울특별시 구로구 구로중앙로27나길 9 ,시행중 ,http:lib.guro.go.kr 
326,서울,서울 중랑구 망우본동 작은도서관,서울특별시 중랑구 망우동 340-17 ,시행중 ,"http://smlib.jungnanglib,seoul.kr "
325,서울,서울 중랑구 묵2동 작은도서관,서울특별시 중랑구 묵2동 243-1 ,시행중 ,"http://smlib.jungnanglib,seoul.kr "
324,서울,서울 중랑구 묵1동 작은도서관,서울특별시 중랑구 묵1동 174-3 ,시행중 ,"http://smlib.jungnanglib,seoul.kr "
323,서울,서울 중랑구 면목7동 작은도서관,서울특별시 중랑구 면목7동 626-11 ,시행중 ,"http://smlib.jungnanglib,seoul.kr "
322,서울,서울 중랑구 상봉1동 작은도서관,서울특별시 중랑구 상봉1동 204-1 ,시행중 ,"http://smlib.jungnanglib,seoul.kr "
321,서울,서울 도담도담한옥도서관,서울특별시 종로구 숭인동길 43 ,시행중 ,http://lib.jongno.go.kr 
320,서울,서울 삼청공원숲속도서관,서울특별시 종로구 북촌로 134-3 (삼청공원내) ,시행중 ,http://lib.jongno.go.kr 
319,서울,서울 숭인마루작은도서관,서울특별시 종로구 지봉로86(숭인1동 주민센터3층) ,시행중 ,http://lib.jongno.go.kr 
318,서울,서울 창이작은도서관,서울특별시 종로구 창신길62 (창신2동 주민센터2층) ,시행중 ,http://lib.jongno.go.kr 
317,서울,서울 창신1동하람작은도서관,서울특별시 종로구 지봉로 8-6(창신1동 주민센터 2층) ,시행중 ,http://lib.jongno.go.kr 
316,서울,서울 혜화마을북카페,서울특별시 종로구 혜화로 12 (혜화동 자치회관 4층) ,시행중 ,http://lib.jongno.go.kr 
315,서울,서울 이화마을작은도서관,서울특별시 종로구 이화동 이화장길 33(이화동 주민센터 2층) ,시행중 ,http://lib.jongno.go.kr 
314,서울,서울 지혜만들기작은도서관,"서울특별시 종로구 종로35가길 19(종로5,6가동 주민센터3층) ",시행중 ,http://lib.jongno.go.kr 
313,서울,서울 홍파랑북카페,서울특별시 종로구 송월길 154(교남동 주민센터 2층) ,시행중 ,http://lib.jongno.go.kr 
312,서울,서울 무악다솜방,서울특별시 종로구 무악동 주민센터2층 ,시행중 ,http://lib.jongno.go.kr 
311,서울,서울 꿈꾸는평창동작은도서관,서울특별시 종로구 세검정로 347(평창동 주민센터 2층) ,시행중 ,http://lib.jongno.go.kr 
310,서울,서울 청운효자동북카페,서울특별시 종로구 자하문로 92(청운효자동 주민센터2층) ,시행중 ,http://lib.jongno.go.kr 
309,서울,서울 통인어린이작은도서관,서울특별시 종로구 자하문로 13길 20 ,시행중 ,http://lib.jongno.go.kr 
308,서울,서울 작은도서관삼봉서랑,서울특별시 종로구 종로구청 본관1층 ,시행중 ,http://lib.jongno.go.kr 
307,서울,서울 아름꿈도서관,서울특별시 종로구 종로58가길 19 ,시행중 ,http://lib.jongno.go.kr 
306,서울,서울 청운문학도서관,서울특별시 종로구 자하문로 36길 40 ,시행중 ,http://lib.jongno.go.kr 
305,서울,서울 중랑구 망우3동 작은도서관,서울특별시 중랑구 망우3동 454-7 ,시행중 ,"http://smlib.jungnanglib,seoul.kr "
304,서울,서울 중랑구 중화1동 작은도서관,서울특별시 중랑구 중화1동 287-3 ,시행중 ,"http://smlib.jungnanglib,seoul.kr "
303,서울,서울 중랑구 면목2동 작은도서관,서울특별시 중랑구 면목2동 180-8 ,시행중 ,"http://smlib.jungnanglib,seoul.kr "
302,서울,서울 내곡동작은도서관,서울특별시 서초구 염곡말길 9 ,시행중 ,http://booklove.seocho.go.kr 
301,서울,서울 양재2동작은도서관,서울특별시 서초구 강남대로12길 44 ,시행중 ,http://booklove.seocho.go.kr 
300,서울,서울 양재1동작은도서관,서울특별시 서초구 바우뫼로 41 ,시행중 ,http://booklove.seocho.go.kr 
299,서울,서울 방배4동작은도서관,서울특별시 서초구 방배로27길 13 ,시행중 ,http://booklove.seocho.go.kr 
298,서울,서울 방배도서관,서울특별시 서초구 방배로 40 4층 ,시행중 ,http://booklove.seocho.go.kr 
297,서울,서울 방배2동작은도서관,서울특별시 서초구 청두곶길 36 ,시행중 ,http://booklove.seocho.go.kr 
296,서울,서울 방배1동작은도서관,서울특별시 서초구 효령로29길 43 ,시행중 ,http://booklove.seocho.go.kr 
295,서울,서울 방배본동작은도서관,서울특별시 서초구 동광로19길 38 ,시행중 ,http://booklove.seocho.go.kr 
294,서울,서울 반포4동작은도서관,서울특별시 서초구 사평대로 98 ,시행중 ,http://booklove.seocho.go.kr 
293,서울,서울 반포3동작은도서관,서울특별시 서초구 신반포로23길 78 ,시행중 ,http://booklove.seocho.go.kr 
292,서울,서울 반포2동작은도서관,서울특별시 서초구 신반포로15길 16 ,시행중 ,http://booklove.seocho.go.kr 
291,서울,서울 반포1동작은도서관,서울특별시 서초구 사평대로 273 ,시행중 ,http://booklove.seocho.go.kr 
290,서울,서울 반포본동작은도서관,서울특별시 서초구 신반포로 10 ,시행중 ,http://booklove.seocho.go.kr 
289,서울,서울 잠원도서관,서울특별시 서초구 나루터로 38 ,시행중 ,http://booklove.seocho.go.kr 
288,서울,서울 서초4동작은도서관,"서울특별시 서초구 서운로26길 3, 2층 ",시행중 ,http://booklove.seocho.go.kr 
287,서울,서울 서초3동작은도서관,"서울특별시 서초구 반포대로 58, 주민공동시설 2층 ",시행중 ,http://booklove.seocho.go.kr 
286,서울,서울 서이도서관,서울특별시 서초구 서초대로70길 51 ,시행중 ,http://booklove.seocho.go.kr 
285,서울,서울 서초1동작은도서관,서울특별시 서초구 사임당로 89 ,시행중 ,http://booklove.seocho.go.kr 
284,서울,서울 서초구립반포도서관,서울특별시 서초구 고무래로 34  ,시행중 ,http://banpolib.or.kr 
283,서울,서울 중곡문화체육센터도서관,서울특별시 광진구 능동로 433 (중곡동) ,시행중 ,http://www.gwangjinlib.seoul.kr/ 
282,서울,서울 자양제4동도서관,서울특별시 광진구 뚝섬로26길 58 (자양동) ,시행중 ,http://www.gwangjinlib.seoul.kr/ 
281,서울,서울 구의3동도서관,서울특별시 광진구 강변역로 17 (구의동) ,시행중 ,http://www.gwangjinlib.seoul.kr/ 
280,서울,서울 광진정보도서관,서울특별시 광진구 아차산로78길 90 (광장동) ,시행중 ,http:www.gwangjinlib.seoul.kr 
279,서울,서울 중랑구 겸재작은도서관,서울특별시 중랑구 면목동 1031-22 ,시행중 ,https://www.jungnanglib.seoul.kr/small/menu/10824/program/30075/publicSmallLibList.do 
278,서울,서울 중랑구 장미작은도서관,서울특별시 중랑구 중화동 346 ,시행중 ,https://www.jungnanglib.seoul.kr/small/menu/10824/program/30075/publicSmallLibList.do 
277,서울,서울 중랑구 데시앙책울터 작은도서관,서울특별시 중랑구 용마산로 669 ,시행중 ,https://www.jungnanglib.seoul.kr/small/program/privateSmallLibList.do?dongCd=SN1 
276,서울,서울 중랑구 신내2동 북카페,서울특별시 중랑구 신내2동 665 ,시행중 ,"http://smlib.jungnanglib,seoul.kr "
275,서울,서울 중랑구 신내1동 작은도서관,서울특별시 중랑구 신내1동 448-1 ,시행중 ,"http://smlib.jungnanglib,seoul.kr "
274,서울,서울 중랑구 중화2동 작은도서관,서울특별시 중랑구 중화2동 310-62 ,시행중 ,"http://smlib.jungnanglib,seoul.kr "
273,서울,서울 중랑구 면목5동 작은도서관,서울특별시 중랑구 면목5동 175-18 ,시행중 ,"http://smlib.jungnanglib,seoul.kr "
272,서울,서울 중랑구 면목4동 작은도서관,서울특별시 중랑구 면목4동 378-9 ,시행중 ,"http://smlib.jungnanglib,seoul.kr "
271,서울,서울 중랑구 면목3.8동 작은도서관,서울특별시 중랑구 면목3.8동 498-6 ,시행중 ,"http://smlib.jungnanglib,seoul.kr "
270,서울,서울 영등포구영등포본동작은도서관,"서울특별시 영등포구 신길로61길 17, 3층 ",시행중 ,https://www.ydplib.or.kr/small/index.do 
269,서울,서울 영등포구여의동작은도서관,"서울특별시 영등포구 국제금융로 124, 여의동 주민센터 3층 ",시행중 ,https://www.ydplib.or.kr/small/index.do 
268,서울,서울 영등포구양평2동작은도서관,"서울특별시 영등포구 선유로53길 20-7, 3층 ",시행중 ,https://www.ydplib.or.kr/small/index.do 
267,서울,서울 영등포구양평1동작은도서관,서울특별시 영등포구 영등포로11길 12 ,시행중 ,https://www.ydplib.or.kr/small/index.do 
266,서울,서울 영등포구신길7동마음서랍작은도서관,"서울특별시 영등포구 여의대방로43길 10, 5층 ",시행중 ,https://www.ydplib.or.kr/small/index.do 
265,서울,서울 영등포구신길5동꿈터마을도서관,"서울특별시 영등포구 도림로 264, 신길5동 주민센터 1층 ",시행중 ,https://www.ydplib.or.kr/small/index.do 
264,서울,서울 영등포구신길4동드나드리마을도서관,"서울특별시 영등포구 신길로42길 1, 신길4동 주민센터 3층 ",시행중 ,https://www.ydplib.or.kr/small/index.do 
263,서울,서울 영등포구신길3동생각나무마을도서관,"서울특별시 영등포구 신길로41라길 13-8, 2층 ",시행중 ,https://www.ydplib.or.kr/small/index.do 
262,서울,서울 영등포구신길1동작은도서관,"서울특별시 영등포구 영등포로84길 24-5, 2층 ",시행중 ,https://www.ydplib.or.kr/small/index.do 
261,서울,서울 영등포구문래동작은도서관,서울특별시 영등포구 도림로141가길 16 ,시행중 ,http://little.dllib.or.kr 
260,서울,서울 영등포구목화마을작은도서관,서울특별시 영등포구 선유로13길 25 218호 ,시행중 ,http://little.dllib.or.kr 
259,서울,서울 영등포구대림3동작은도서관,"서울특별시 영등포구 대림로 197, 2층 ",시행중 ,http://little.dllib.or.kr 
258,서울,서울 영등포구대림2동작은도서관,"서울특별시 영등포구 대림로23길 25, 3층 ",시행중 ,http://little.dllib.or.kr 
257,서울,서울 영등포구대림1동작은도서관,"서울특별시 영등포구 디지털로 441, 지하 1층 ",시행중 ,http://little.dllib.or.kr 
256,서울,서울 영등포구당산2동작은도서관,"서울특별시 영등포구 당산로41가길 7, 3층 ",시행중 ,http://little.dllib.or.kr 
255,서울,서울 영등포구당산1동작은도서관,"서울특별시 영등포구 영등포로25길 24, 지하1층 ",시행중 ,http://little.dllib.or.kr 
254,서울,서울 선유도서관,서울특별시 영등포구 선유로 43가길 10-8 ,시행중 ,https://www.ydplib.or.kr/sylib/index.do 
253,서울,서울 대림도서관,서울특별시 영등포구 도신로 27 ,시행중 ,https://www.ydplib.or.kr/drlib/index.do 
252,서울,서울 문래도서관,서울특별시 영등포구 문래로20길 49 ,시행중 ,https://www.ydplib.or.kr/mllib/index.do 
251,서울,서울 여의샛강도서관,서울특별시 영등포구 여의대로 24 ,시행중 ,https://www.ydplib.or.kr/yulib/index.do 
250,서울,서울 늘푸른열린작은도서관,"서울특별시 서대문구 수색로 100-55, 북가좌1동주민센터 2층 ",시행중 ,http://lib.sdm.or.kr 
249,서울,서울 파랑새작은도서관,"서울특별시 서대문구 모래내로 15길 37, 남가좌1동주민센터 2층 ",시행중 ,http://lib.sdm.or.kr 
248,서울,서울 꿈이있는작은도서관,"서울특별시 서대문구 통일로34길 27, 홍제2동주민센터 2층 ",시행중 ,http://lib.sdm.or.kr 
247,서울,서울 햇살작은도서관,"서울특별시 서대문구 세검정로1길 45, 홍은1동 자치회관 2층 ",시행중 ,http://lib.sdm.or.kr 
246,서울,서울 중랑구 나무그늘 작은도서관,서울특별시 중랑구 신내역로165(신내동) ,시행중 ,"http://smlib.jungnanglib,seoul.kr "
245,서울,서울 중랑구 상봉2동 작은도서관,서울특별시 중랑구 상봉2동 125-8 ,시행중 ,"http://smlib.jungnanglib,seoul.kr "
244,서울,서울 이팝꽃향기작은도서관,서울특별시 서대문구 불광천길 204(증산2교 옆) ,시행중 ,http://lib.sdm.or.kr 
243,서울,서울 새싹작은도서관,"서울특별시 서대문구 통일로27길 19, 홍제1동 자치회관 ",시행중 ,http://lib.sdm.or.kr 
242,서울,서울 행복작은도서관,"서울특별시 서대문구 모래내로 334, 홍은2동주민센터 3층 ",시행중 ,http://lib.sdm.or.kr 
241,서울,서울 홍은도담도서관,서울특별시 서대문구 홍은중앙로 129 ,시행중 ,http://lib.sdm.or.kr 
240,서울,서울 은평뉴타운도서관,서울특별시 은평구 진관2로 111-51 (진관동 93) ,시행중 ,http://www.enlib.or.kr 
239,서울,서울 신사어린이도서관,서울특별시 은평구 은평로 38 ,시행중 ,http://lib.eplib.or.kr/ 
238,서울,서울 이문체육문화센터어린이도서관,서울특별시 동대문구 한천로58길 81-49 ,시행중 ,http://tour.ddm.go.kr/culture/library_3 
237,서울,서울 증산정보도서관,서울특별시 은평구 증산로5길 6 ,시행중 ,http:www.jsplib.or.kr 
236,서울,서울 청량리가온누리작은도서관,서울특별시 동대문구 전농동 591-52 ,시행중 ,https://www.l4d.or.kr 
235,서울,서울 장안벚꽃길작은도서관,서울특별시 동대문구 장안동 481-2 ,시행중 ,https://www.l4d.or.kr 
234,서울,서울 용두어린이영어도서관,서울특별시 동대문구 무학로 133 ,시행중 ,https://www.l4d.or.kr 
233,서울,서울 장안어린이도서관,서울특별시 동대문구 장한로26다길 10 ,시행중 ,https://www.l4d.or.kr 
232,서울,서울 동대문구정보화도서관,서울특별시 동대문구 회기로10길 60(청량리동) ,시행중 ,https://www.l4d.or.kr 
231,서울,서울 응암정보도서관,서울특별시 은평구 가좌로 7길 15 ,시행중 ,http:www.ealib.or.kr 
230,서울,서울 중랑숲 어린이도서관,서울특별시 중랑구 망우로73길 46-1 ,시행중 ,https://www.jungnanglib.seoul.kr 
229,서울,서울 중랑구립 면목정보도서관,서울특별시 중랑구 면목로 397 ,시행중 ,"https://	www.jungnanglib.seoul.kr "
228,서울,서울 중랑구립 정보도서관,서울특별시 중랑구 신내 15길 197 ,시행중 ,https://www.jungnanglib.seoul.kr 
227,서울,서울 북아현마을북카페,"서울특별시 서대문구 북아현로 24, 북아현동주민센터 3층 ",시행중 ,http://lib.sdm.or.kr 
226,서울,서울 가슴따뜻한작은도서관,"서울특별시 서대문구 응암로1길 10, 북가좌2동주민센터 2층 ",시행중 ,http://lib.sdm.or.kr 
225,서울,서울 문화촌어린이도서관,"서울특별시 서대문구 세검정로4길 32, 홍제3동주민센터 3층 ",시행중 ,http://lib.sdm.or.kr 
224,서울,서울 아이누리작은도서관,"서울특별시 서대문구 증가로 13-10, 연희동자치회관 ",시행중 ,http://lib.sdm.or.kr 
223,서울,서울 하늘샘작은도서관,"서울특별시 서대문구 독립문로 27, 천연보건분소 1층 ",시행중 ,http://lib.sdm.or.kr 
222,서울,서울 알음알음작은도서관,"서울특별시 서대문구 경기대로 40, 충현동자치회관 ",시행중 ,http://lib.sdm.or.kr 
221,서울,서울 남가좌새롬어린이도서관,서울특별시 서대문구 증가로10길 16-15 ,시행중 ,http://lib.sdm.or.kr 
220,서울,서울 구립이진아기념도서관,서울특별시 서대문구 독립공원길 80 ,시행중 ,http:lib.sdm.or.kr 
219,서울,서울도서관,서울특별시 중구 세종대로 110 ,시행중 , 
218,서울,서울 구립상림도서관,서울특별시 은평구 진관4로 48-25 ,시행중 ,http://lib.eplib.or.kr/ 
217,서울,서울 구산동도서관마을,서울특별시 은평구 연서로13길 29-23 ,시행중 ,http:lib.eplib.or.kr 
216,서울,서울 녹번만화도서관,서울특별시 은평구 은평로 245 ,시행중 ,http://lib.eplib.or.kr/ 
215,서울,서울 불광천작은도서관,서울특별시 은평구 불광천길 370 ,시행중 ,http://lib.eplib.or.kr 
214,서울,서울 은평구립도서관,서울특별시 은평구 통일로78가길 13-84 ,시행중 ,http:www.eplib.or.kr 
213,서울,서울 배봉산자연드림작은도서관,서울특별시 동대문구 전농로 16길 97 ,시행중 ,https://www.l4d.or.kr 
212,서울,서울 중화 어린이도서관,서울특별시 중랑구 중랑역로 3길 28 ,시행중 ,https://www.jungnanglib.seoul.kr 
211,서울,서울 휘경어린이도서관,서울특별시 동대문구 망우로18가길 38 ,시행중 ,https://www.l4d.or.kr 
210,서울,서울 답십리도서관,서울특별시 동대문구 서울특별시립대로4길 75(답십리동) ,시행중 ,https://www.l4d.or.kr 
209,서울,서울 이문어린이도서관,서울특별시 동대문구 천장산로9길 68 ,시행중 ,https://www.l4d.or.kr 
208,서울,서울 중곡4동새마을작은도서관,서울특별시 광진구 긴고랑로 131(중곡동) ,시행중 ,http://smalllib.gwangjin.go.kr 
207,서울,서울 중곡3동새마을작은도서관,서울특별시 광진구 동일로76가길 28(중곡동) ,시행중 ,http://smalllib.gwangjin.go.kr 
206,서울,서울 중곡2동새마을작은도서관,서울특별시 광진구 능동로 346(중곡동) ,시행중 ,http://smalllib.gwangjin.go.kr 
205,서울,서울 중곡1동새마을작은도서관,서울특별시 광진구 긴고랑로12길 49(중곡동) ,시행중 ,http://smalllib.gwangjin.go.kr 
204,서울,서울 군자동새마을작은도서관,서울특별시 광진구 군자로 151(군자동) ,시행중 ,http://smalllib.gwangjin.go.kr 
203,서울,서울 화양동새마을작은도서관,서울특별시 광진구 능동로17길 39(화양동) ,시행중 ,http://smalllib.gwangjin.go.kr 
202,서울,서울 동작구행복한래미안작은도서관,서울특별시 동작구 상도로53길 8 ,시행중 ,http://lib.dongjak.go.kr 
201,서울,서울 동작구주님의숲작은도서관,서울특별시 동작구 사당로 17길 31 ,시행중 ,http://lib.dongjak.go.kr 
200,서울,서울 동작구신대방2동작은도서관,서울특별시 동작구 여의대방로24길 76 ,시행중 ,http://lib.dongjak.go.kr 
199,서울,서울 동작구신대방1동작은도서관,서울특별시 동작구 신대방길 72 ,시행중 ,http://lib.dongjak.go.kr 
198,서울,서울 동작구대방동작은도서관,서울특별시 동작구 여의대방로44길 20 ,시행중 ,http://lib.dongjak.go.kr 
197,서울,서울 동작구사당5동작은도서관,서울특별시 동작구 사당로2가길 219 ,시행중 ,http://lib.dongjak.go.kr 
196,서울,서울 동작구사당4동작은도서관,서울특별시 동작구 사당로16아길 6 ,시행중 ,http://lib.dongjak.go.kr 
195,서울,서울 동작구사당3동작은도서관,서울특별시 동작구 사당로17길 86 ,시행중 ,http://lib.dongjak.go.kr 
194,서울,서울 동작구사당2동작은도서관,서울특별시 동작구 동작대로29길 52 ,시행중 ,http://lib.dongjak.go.kr 
193,서울,서울 동작구사당1동작은도서관,서울특별시 동작구 동작대로17길 28 ,시행중 ,http://lib.dongjak.go.kr 
192,서울,서울 동작구흑석동작은도서관,서울특별시 동작구 흑석한강로 11 ,시행중 ,http://lib.dongjak.go.kr 
191,서울,서울 동작구상도4동작은도서관,서울특별시 동작구 성대로29길 53 ,시행중 ,http://lib.dongjak.go.kr 
190,서울,서울 동작구상도3동작은도서관,서울특별시 동작구 성대로2길 11 ,시행중 ,http:lib.dongjak.go.kr 
189,서울,서울 용꿈꾸는작은도서관,서울특별시 관악구 관악로 145 ,시행중 ,https://lib.gwanak.go.kr/galib/index.do 
188,서울,서울 조원도서관,서울특별시 관악구 조원로 12길 25 ,시행중 ,https://lib.gwanak.go.kr/galib/index.do 
187,서울,서울 은천동작은도서관,서울특별시 관악구 봉천로33나길 30 ,시행중 ,https://lib.gwanak.go.kr/galib/index.do 
186,서울,서울 성현동작은도서관,서울특별시 관악구 관악로37길 56 ,시행중 ,https://lib.gwanak.go.kr/galib/index.do 
185,서울,서울 글빛정보도서관,서울특별시 관악구 신림로30길 23 ,시행중 ,https://lib.gwanak.go.kr/galib/index.do 
184,서울,서울 관악중앙도서관,서울특별시 관악구 신림로3길 35 ,시행중 ,https://lib.gwanak.go.kr/galib/index.do 
183,서울,서울 동작구상도2동작은도서관,서울특별시 동작구 상도로 211 ,시행중 ,http://lib.dongjak.go.kr 
182,서울,서울 동작구상도1동작은도서관,서울특별시 동작구 상도로53길 9 ,시행중 ,http://lib.dongjak.go.kr 
181,서울,서울 동작구노량진2동작은도서관,서울특별시 동작구 장승배기로19길 48 ,시행중 ,http://lib.dongjak.go.kr 
180,서울,서울 동작구노량진1동작은도서관,서울특별시 동작구 장승배기로28길 30 ,시행중 ,http://lib.dongjak.go.kr 
179,서울,서울 동작구국사봉숲속작은도서관,서울특별시 동작구 상도4동 산65-149 ,시행중 ,http://lib.dongjak.go.kr 
178,서울,서울 동작구약수도서관,서울특별시 동작구 양녕로 22바길 64 ,시행중 ,http://lib.dongjak.go.kr 
177,서울,서울 동작구다울작은도서관,서울특별시 동작구 사당로20길 132 ,시행중 ,http://lib.dongjak.go.kr 
176,서울,서울 동작구샘터도서관,서울특별시 동작구 동작대로 29길 63-26 ,시행중 ,http://lib.dongjak.go.kr 
175,서울,서울 동작구대방어린이도서관,서울특별시 동작구 대봉동길 55길 ,시행중 ,http://lib.dongjak.go.kr 
174,서울,서울 동작구영어마루도서관,서울특별시 동작구 장승배기로16길 98 ,시행중 ,http://lib.dongjak.go.kr 
173,서울,서울 동작구사당솔밭도서관,서울특별시 동작구 솔밭로 86 ,시행중 ,http://lib.dongjak.go.kr 
172,서울,서울 송파위례도서관,서울특별시 송파구 장지동 445-1 ,시행중 ,http://www.splib.or.kr/spwlib 
171,서울,서울 갈현1동문화의집,서울특별시 은평구 갈현로 301 ,시행중 ,http://lib.eplib.or.kr/ 
170,서울,서울 은평어린이영어도서관,서울특별시 은평구 서오릉로87 은평구평생학습관내 1층 ,시행중 ,http://lib.eplib.or.kr/ 
169,서울,서울 대조꿈나무어린이도서관,서울특별시 은평구 연서로20길 24-6 ,시행중 ,http://lib.eplib.or.kr/ 
168,서울,서울 은평작은도서관,서울특별시 은평구 은평로 195 (녹번동) 은평구청 1층 ,시행중 ,http://lib.eplib.or.kr/ 
167,서울,서울 자양2동새마을작은도서관,서울특별시 광진구 자양로3가길 26(자양동) ,시행중 ,http://smalllib.gwangjin.go.kr 
166,서울,서울 자양1동새마을작은도서관,서울특별시 광진구 자양로13길 37(자양동) ,시행중 ,http://smalllib.gwangjin.go.kr 
165,서울,서울 광장동새마을작은도서관,서울특별시 광진구 광장로 52(광장동) ,시행중 ,http://smalllib.gwangjin.go.kr 
