번호,지역,도서관명,주소,운영상태,홈페이지
164,서울,서울 구의1동새마을작은도서관,서울특별시 광진구 자양로28가길 22-3(구의동) ,시행중 ,http://smalllib.gwangjin.go.kr 
163,서울,서울 능동새마을작은도서관,서울특별시 광진구 천호대로112길 55(능동) ,시행중 ,http://smalllib.gwangjin.go.kr 
162,서울,서울 삼각산어린이도서관,"서울특별시 강북구 삼양로19길 34 (미아동)
 ",시행중 ,https://www.gblib.or.kr 
161,서울,서울 미아문화정보도서관,"서울특별시 강북구 솔매로49길 14 (미아동)
 ",시행중 ,https://www.gblib.or.kr 
160,서울,서울 수유문화정보도서관,"서울특별시 강북구 삼양로 299 (수유동)
 ",시행중 ,https://www.gblib.or.kr 
159,서울,서울 송중문화정보도서관,"서울특별시 강북구 도봉로20나길 6 (미아동)
 ",시행중 ,https://www.gblib.or.kr 
158,서울,서울 솔샘문화정보도서관,"서울특별시 강북구 솔샘로 177 (미아동)
 ",시행중 ,https://www.gblib.or.kr 
157,서울,서울 강북문화정보도서관,"서울특별시 강북구 번동 산 27-108번지(오현길 145)
 ",시행중 ,https://www.gblib.or.kr 
156,서울,서울 구로구꿈마을도서관,서울특별시 구로구 디지털로27다길 65 ,시행중 ,http://lib.guro.go.kr/ 
155,서울,서울 양천구신정7동도서방,서울특별시 양천구 목동동로 37 신정7동주민센터 2층 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
154,서울,서울 양천구신정6동도서방,서울특별시 양천구 목동서로 353 신정6동주민센터 2층 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
153,서울,서울 양천구신월7동도서방,서울특별시 양천구 남부순환로 70길 16-3 신월7동주민센터 2층 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
152,서울,서울 양천구새아름작은도서관,"서울특별시 양천구 남부순화로83길 53, 1층 ",시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
151,서울,서울 양천구목1동도서방,서울특별시 양천구 목동서로 192 목1동주민센터 2층 ,시행중 ,https://libop.yangcheon.go.kr 
150,서울,서울 양천구넓은들작은도서관,서울특별시 양천구 남부순환로88길 5-7 넓은들민원센터 2층 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
149,서울,서울 양천구고맙습니다신정3동작은도서관,서울특별시 양천구 중앙로 209 신정3동주민센터 2층 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
148,서울,서울 양천구호롱불작은도서관,서울특별시 양천구 목동동로 154 신정2동주민센터 2층 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
147,서울,서울 양천구그린나래미술도서관,서울특별시 양천구 중앙로32길 1 신정1동주민센터 2층 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
146,서울,서울 양천구지양마을작은도서관,서울특별시 양천구 지양로 17길 33 파크빌라 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
145,서울,서울 양천구달빛마을작은도서관,서울특별시 양천구 남부순환로 54길 5 신월3동주민센터 2층 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
144,서울,서울 양천구고운맘작은도서관,서울특별시 양천구 중앙로 53길 47 신월2동주민센터 2층 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
143,서울,서울 양천구고운달작은도서관,서울특별시 양천구 곰달래로 1길 38 신월1동주민센터 2층 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
142,서울,서울 양천구미감도서관,서울특별시 양천구 목동중앙남로57-10 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
141,서울,서울 양천구목3북카페,서울특별시 양천구 목동중앙남로16나길 55 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
140,서울,서울 양천구달마을작은도서관,서울특별시 양천구 목동중앙본로 120 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
139,서울,서울 양천구해맞이역사도서관,서울특별시 양천구 지양로 37 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
138,서울,서울 양천구양천구영어특성화도서관,서울특별시 양천구 목동동로 81 해누리타운 7층 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
137,서울,서울 양천구개울건강도서관,서울특별시 양천구 중앙로 52길56 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
136,서울,서울 양천구목마교육도서관,서울특별시 양천구 목동서로 41 목5동 주민센터 3층  ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
135,서울,서울 양천구신월음악도서관,서울특별시 양천구 오목로 5길 34 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
134,서울,서울 양천구갈산도서관,서울특별시 양천구 목동남로4길 48-6 ,시행중 ,http://www.yangcheon.go.kr/lib/libmain/main.do 
133,서울,서울 구로꿈나무도서관,서울특별시 구로구 구로동로 26길 54 구로구시설관리공단 ,시행중 ,http://lib.guro.go.kr/ 
132,서울,서울 종로구어린이청소년국학도서관,"서울특별시 종로구 명륜길 26, 5층 ",시행중 ,http://lib.jongno.go.kr/ 
131,서울,서울 용산꿈나무도서관,"서울특별시 용산구 백범로 329, 3층 ",시행중 ,https://www.yslibrary.or.kr 
130,서울,서울 강동부엉이작은도서관,"서울특별시 강동구 진황도로23길 7, 2층 (천호동) ",시행중 ,http://www.gdlibrary.or.kr/small 
129,서울,서울 중랑구송곡여자고등학교열린도서관,서울특별시 중랑구 양원역로 67 ,시행중 ,http://smlib.jungnanglib.seoul.kr 
128,서울,서울 강동반딧불작은도서관,"서울특별시 강동구 천호대로187길 6, 2층 (길동) ",시행중 ,http://www.gdlibrary.or.kr/small 
127,서울,서울 강동도담도담북카페,"서울특별시 강동구 양재대로138길 37, 1층 (명일동) ",시행중 ,http://www.gdlibrary.or.kr/small 
126,서울,서울 강동글향기작은도서관,"서울특별시 강동구 구천면로42길 59, 2층 (천호동) ",시행중 ,http://www.gdlibrary.or.kr/small 
125,서울,서울 강동글익는작은도서관,"서울특별시 강동구 고덕로 137, 암사3동주민센터 3층 (암사동) ",시행중 ,http://www.gdlibrary.or.kr/small 
124,서울,서울 강동글마루작은도서관,"서울특별시 강동구 아리수로78길 43-12, 2층 (고덕동) ",시행중 ,http://www.gdlibrary.or.kr/small 
123,서울,서울 강동글고운작은도서관,"서울특별시 강동구 성내로 13, 2층 (성내동) ",시행중 ,http://www.gdlibrary.or.kr/small 
122,서울,서울 강동가람슬기작은도서관,"서울특별시 강동구 강동대로53길 76, 1층 (성내동) ",시행중 ,http://www.gdlibrary.or.kr/small 
121,서울,서울 강동햇살작은도서관,"서울특별시 강동구 천중로17길 42-16, 2층 (천호동) ",시행중 ,http://www.gdlibrary.or.kr/small 
120,서울,서울 강동해오름작은도서관,"서울특별시 강동구 상암로3길 28, 2층 (암사동) ",시행중 ,http://www.gdlibrary.or.kr/small 
119,서울,서울 강동파랑새작은도서관,"서울특별시 강동구 천호대로186길 7, 1층 (둔촌동) ",시행중 ,http://www.gdlibrary.or.kr/small 
118,서울,서울 강동구립작은도서관웃는책,서울특별시 강동구 구천면로42길 60 (천호동) ,시행중 ,http://www.gdlibrary.or.kr/small 
117,서울,서울 강동채우리작은도서관,"서울특별시 강동구 고덕로24길 49, 1층 (암사동) ",시행중 ,http://www.gdlibrary.or.kr/small 
116,서울,서울 강동안말작은도서관,"서울특별시 강동구 풍성로37가길 62, 2층 (성내동) ",시행중 ,http://www.gdlibrary.or.kr/small 
115,서울,서울 강동아람작은도서관,"서울특별시 강동구 양재대로84길 31, 2층 (둔촌동) ",시행중 ,http://www.gdlibrary.or.kr/small 
114,서울,서울 강동솔향기북카페,"서울특별시 강동구 고덕로97길 20, 관리사무소 2층 (강일동, 강일리버파크10단지아파트) ",시행중 ,http://www.gdlibrary.or.kr/small 
113,서울,서울 강동서원마을작은도서관,"서울특별시 강동구 올림픽로 936, 2층 (암사동) ",시행중 ,http://www.gdlibrary.or.kr/small 
112,서울,서울 강동구립천호도서관,서울특별시 강동구 성안로31마길 3 2층 ,시행중 ,http://www.gdlibrary.or.kr 
111,서울,서울 강동구립해공도서관,서울특별시 강동구 올림픽로 702(천호동 360) ,시행중 ,http://www.gdlibrary.or.kr 
110,서울,서울 강동구립암사도서관,서울특별시 강동구 암사동 471-37번지 ,시행중 ,http://www.gdlibrary.or.kr 
109,서울,서울 강동구립강일도서관,"서울특별시 강동구 강일동 678 강일동주민센터 내 4,5층 ",시행중 ,http://www.gdlibrary.or.kr 
108,서울,서울 강동구립성내도서관,서울특별시 강동구 성안로 106-1 ,시행중 ,http://www.gdlibrary.or.kr 
107,서울,서울 구의2동새마을작은도서관,서울특별시 광진구 천호대로 136길 55(구의동) ,시행중 ,http://smalllib.gwangjin.go.kr 
106,서울,서울 금천구립맑은누리작은도서관,서울특별시 금천구 시흥대로58길36 ,시행중 ,http://geumcheonlib.seoul.kr 
105,서울,서울 금천구립은행나무어린이도서관,서울특별시 금천구 탑골로 43-8 ,시행중 ,http://geumcheonlib.seoul.kr 
104,서울,서울 금천구립미래향기작은도서관,서울특별시 금천구 독산로179 ,시행중 ,http:geumcheonlib.seoul.kr 
103,서울,서울 금천구립나누리작은도서관,서울특별시 금천구 금하로23길 40 ,시행중 ,http://geumcheonlib.seoul.kr 
102,서울,서울 금천구립책읽는주민사랑방작은도서관,서울특별시 금천구 금하로 21길 20 ,시행중 ,http://geumcheonlib.seoul.kr 
101,서울,서울 금천구립책이든거리작은도서관,서울특별시 금천구 벚꽃로 115 ,시행중 ,http://geumcheonlib.seoul.kr 
100,서울,서울 금천구립참새작은도서관,서울특별시 금천구 한내로 69-15 ,시행중 ,http://geumcheonlib.seoul.kr 
99,서울,서울 금천구립소망의나무어린이작은도서관,서울특별시 금천구 금하로11길 22 ,시행중 ,http://geumcheonlib.seoul.kr 
98,서울,서울 금천구립꿈씨어린이작은도서관,서울특별시 금천구 독산로232 2층 ,시행중 ,http://geumcheonlib.seoul.kr 
97,서울,서울 금천구립꿈꾸는작은도서관,서울특별시 금천구 시흥대로 18길40 3층 ,시행중 ,http://geumcheonlib.seoul.kr 
96,서울,서울 금천구립해오름작은도서관,서울특별시 금천구 시흥대로123길 11 ,시행중 ,http://geumcheonlib.seoul.kr 
95,서울,서울 금천구립청개구리작은도서관,서울특별시 금천구 독산로317 ,시행중 ,http://geumcheonlib.seoul.kr 
94,서울,서울 금천구립도란도란작은도서관,서울특별시 금천구 독산로36길 14 ,시행중 ,http://geumcheonlib.seoul.kr 
93,서울,서울 금천구립독산공공도서관,서울특별시 금천구 독산로54길 114 ,시행중 ,http:geumcheonlib.seoul.kr 
92,서울,서울 금천구립시흥공공도서관,서울특별시 금천구 금하로 764 ,시행중 ,http:geumcheonlib.seoul.kr 
91,서울,서울 금천구립금나래공공도서관,서울특별시 금천구 시흥대로73길 70 ,시행중 ,http:geumcheonlib.seoul.kr 
90,서울,서울 금천구립가산공공도서관,서울특별시 금천구 가산로5길 43 ,시행중 ,http:geumcheonlib.seoul.kr 
89,서울,서울 동작구청정보자료실,서울특별시 동작구 장승배기로 161 6층 ,시행중 , 
88,서울,서울 은평매바위북카페,서울특별시 은평구 백련산로 100 ,시행중 ,http://lib.eplib.or.kr 
87,서울,서울 은평시루뫼쉼터,서울특별시 은평구 증산서길 89 ,시행중 ,http://lib.eplib.or.kr 
86,서울,서울 동작구행복지원센터작은도서관,서울특별시 동작구 노량진로 140 2층 ,시행중 , 
85,서울,서울 동작구아트앤힐링작은도서관,서울특별시 동작구 보라매로 76 4층 ,시행중 ,http://lib.dongjak.go.kr 
84,서울,서울 동작구담소작은도서관,서울특별시 동작구 강남초등길 24 3층 ,시행중 ,http://lib.dongjak.go.kr 
83,서울,서울 동작구지혜샘터작은도서관,서울특별시 동작구 상도로34길 34 ,시행중 ,http://lib.dongjak.go.kr 
82,서울,서울 동작구상도중앙작은도서관,서울특별시 동작구 상도로15가길 16 ,시행중 ,http://lib.dongjak.go.kr 
81,서울,서울 동작구성대골어린이도서관,서울특별시 동작구 성대로12길 1 ,시행중 ,http://lib.dongjak.go.kr 
80,서울,서울 중랑구스마트도서관,서울특별시 중랑구 봉화산로 179 ,시행중 ,https://smlib.jungnanglib.seoul.kr 
79,서울,서울 북서울중학교,서울특별시 도봉구 도봉로169가길 33 ,시행중 ,http://www.bukseoul.ms.kr/index.do 
78,서울,서울 가락몰도서관,서울특별시 송파구 양재대로 932 서울특별시농수산식품공사 가락몰 업무동 4층 ,시행중 ,http://www.splib.or.kr/spalib/index.jsp 
77,서울,서울 돌마리도서관,서울특별시 송파구 백제고분로 37길 16 ,시행중 ,http://www.splib.or.kr/spdlib/index.jsp 
76,서울,서울 송파어린이영어도서관,서울특별시 송파구 신천동 14 (오금로1) 신천빗물펌프장 4~5층 ,시행중 ,http://www.splib.or.kr/spelib/index.jsp 
75,서울,서울 소나무언덕잠실본동도서관,서울특별시 송파구 탄천동로 211 (잠실동 306번지) 잠실빗물펌프장 관사동 ,시행중 ,http://www.splib.or.kr/spmlib/index.jsp 
74,서울,서울 소나무언덕4호작은도서관,서울특별시 송파구 송이로 34 ,시행중 ,http://www.splib.or.kr/sp4lib/index.jsp 
73,서울,서울 소나무언덕3호작은도서관,서울특별시 송파구 성내천로 319 ,시행중 ,http://www.splib.or.kr/sp3lib/index.jsp 
72,서울,서울 소나무언덕2호도서관,서울특별시 송파구 석촌호수로 155 ,시행중 ,http://www.splib.or.kr/sp2lib/index.jsp 
71,서울,서울 소나무언덕1호작은도서관,서울특별시 송파구 올림픽로47길9 ,시행중 ,http://www.splib.or.kr/sp1lib/index.jsp 
70,서울,서울 거마도서관,서울특별시 송파구 거마로2길19 ,시행중 ,http://www.splib.or.kr/spglib/index.jsp 
69,서울,서울 송파글마루도서관,서울특별시 송파구 충민로 120 ,시행중 ,http://www.splib.or.kr/spjlib/index.jsp 
68,서울,서울 송파어린이도서관,서울특별시 송파구 올림픽로 105 ,시행중 ,http://www.splib.or.kr/spclib/index.jsp  
67,서울,서울 우리소리도서관,서울특별시 종로구 삼일대로 30길 47 ,시행중 ,http://lib.jongno.go.kr/ 
66,서울,서울 용산구작은도서관꿈꾸는책마을,서울특별시 용산구 장문로 95(보광동주민센터)1층 ,시행중 ,http://lib.yongsan.go.kr/ 
65,서울,서울 용산구서빙고동작은도서관,서울특별시 용산구 서빙고로 279(서빙고동주민센터)1층 ,시행중 ,http://lib.yongsan.go.kr/ 
64,서울,서울 용산구한남동작은도서관,서울특별시 용산구 이태원로224-19(한남동공영주차장)2층 ,시행중 ,http://lib.yongsan.go.kr/ 
63,서울,서울 용산구회나무작은도서관,서울특별시 용산구 회나무로13길58(이태원2동주민센터)1층 ,시행중 ,http://lib.yongsan.go.kr/ 
62,서울,서울 용산구이촌2동작은도서관,서울특별시 용산구 이촌로18길 20(이촌2동주민센터)2층 ,시행중 ,http://lib.yongsan.go.kr/ 
61,서울,서울 용산구한강로동작은도서관,서울특별시 용산구 한강대로38길 28(한강로동주민센터)3층 ,시행중 ,http://lib.yongsan.go.kr/ 
60,서울,서울 용산구용마루어린이도서관,서울특별시 용산구 새창로12길13(용문동주민센터)1층 ,시행중 ,http://lib.yongsan.go.kr/ 
59,서울,서울 용산구효창동작은도서관,서울특별시 용산구 효창원로161(효창동주민센터)3층 ,시행중 ,http://lib.yongsan.go.kr/ 
58,서울,서울 용산구원효로제2동작은도서관두드림,서울특별시 용산구 효창원로8길 3(원효2동주민센터)4층 ,시행중 ,http://lib.yongsan.go.kr/ 
57,서울,서울 용산구남영동작은도서관,서울특별시 용산구 두텁바위로1길 13(갈월경로당)B1 ,시행중 ,http://lib.yongsan.go.kr/ 
56,서울,서울 용산구해다올작은도서관,서울특별시 용산구 신흥로90(용산2가동주민센터)B1 ,시행중 ,http://lib.yongsan.go.kr/ 
55,서울,서울 용산구후암동작은도서관북앤캠프,서울특별시 용산구 후암로32-6(후암동주민센터)2층  ,시행중 ,http://lib.yongsan.go.kr/ 
54,서울,서울 용산구용암어린이영어도서관,"서울특별시 용산구 신흥로3가길 21-7, 2층 ",시행중 ,http://lib.yongsan.go.kr/ 
53,서울,서울 용산구청파어린이영어도서관,"서울특별시 용산구 청파로 49길 34, 4층 ",시행중 ,http://lib.yongsan.go.kr/ 
52,서울,서울 동대문책마당도서관,"서울특별시 동대문구 천호대로 145, 1층 ",시행중 , 
51,서울,서울 이문2동작은도서관,서울특별시 동대문구 신이문로 27-5 이문2동주민센터 ,시행중 , 
50,서울,서울 중랑구양원숲속도서관,서울특별시 중랑구 망우동 송림길 172 ,시행중 ,http:www.jungnanglib.seoul.krywlib 
49,서울,서울 마포구립초록숲작은도서관,서울특별시 마포구 마포대로 11길 44-81 ,시행중 ,https:mplib.mapo.go.krlibsmall 
48,서울,서울 청량리동작은도서관,서울특별시 동대문구 왕산로43다길 5 청량리동주민센터 ,시행중 , 
47,서울,서울 장안1동작은도서관,서울특별시 동대문구 장한로26가길 113 ,시행중 , 
46,서울,서울 전농2동작은도서관,서울특별시 동대문구 사가정로 137 ,시행중 , 
45,서울,서울 휘경1동작은도서관,서울특별시 동대문구 외대역동로6길3 ,시행중 , 
44,서울,서울 휘경2동작은도서관,서울특별시 동대문구 한천로329 ,시행중 , 
43,서울,서울 이문1동작은도서관,서울특별시 동대문구 외대역동로114-1 ,시행중 , 
42,서울,서울 답십리2동작은도서관,서울특별시 동대문구 한천로11길18 ,시행중 , 
41,서울,서울 은평내를건너서숲으로도서관,서울특별시 은평구 신사동 산80-66 ,시행중 ,http:www.nslib.or.kr 
40,서울,서울 서초그림책도서관,서울특별시 서초구 서초동 1498-4 교통섬 일대 ,시행중 , 
39,서울,서울 서초구립내곡도서관,서울특별시 서초구 청계산로7길 9-20 ,시행중 ,http://naegok.seocholib.or.kr 
38,서울,서울 창동육아종합센터,서울특별시 도봉구 우이천로 4길 24-5 ,시행중 ,http://www.unilib.dobong.kr/ 
37,서울,서울 방학동육아종합센터,서울특별시 도봉구 방학로12길 28(방학동) ,시행중 ,http://www.unilib.dobong.kr/ 
36,서울,서울 창5동작은도서관,"서울특별시 도봉구 도봉로 136나길 20, 창5동 주민센터 3층 ",시행중 ,http://www.unilib.dobong.kr/ 
35,서울,서울 창4동작은도서관,"서울특별시 도봉구 노해로69길 103, 동아청솔아파트 관리사무소 지하1층 ",시행중 ,http://www.unilib.dobong.kr/ 
34,서울,서울 창3동작은도서관,"서울특별시 도봉구 덕릉로62길 89, 창3동 주민센터 3층 ",시행중 ,http://www.unilib.dobong.kr/ 
33,서울,서울 창2동작은도서관,"서울특별시 도봉구 덕릉로 59길 73-3, 창2동 주민센터 2층 ",시행중 ,http://www.unilib.dobong.kr/ 
32,서울,서울 창1동작은도서관,"서울특별시 도봉구 해등로 46, 창1동 주민센터 2층 ",시행중 ,http://www.unilib.dobong.kr/ 
31,서울,서울 쌍문4동작은도서관,"서울특별시 도봉구 시루봉로 62-7, 쌍문4동 주민센터 2층 ",시행중 ,http://www.unilib.dobong.kr/ 
30,서울,서울 쌍문3동작은도서관,"서울특별시 도봉구 노해로44길 9, 쌍문3동 주민센터 2층 ",시행중 ,http://www.unilib.dobong.kr/ 
29,서울,서울 쌍문2동작은도서관,"서울특별시 도봉구 방학로3길 117, 쌍문2동 주민센터 7층 ",시행중 ,http://www.unilib.dobong.kr/ 
28,서울,서울 쌍문1동작은도서관,"서울특별시 도봉구 노해로 147, 쌍문1동 주민센터 2층 ",시행중 ,http://www.unilib.dobong.kr/ 
27,서울,서울 도봉김수영문학도서관,"서울특별시 도봉구 해등로32길 80, 김수영문학관 3층 ",시행중 ,http://www.unilib.dobong.kr/ 
26,서울,서울 방학2동작은도서관,"서울특별시 도봉구 시루봉로 226, 방학2동 주민센터 2층 ",시행중 ,http:www.unilib.dobong.kr 
25,서울,서울 방학1동작은도서관,"서울특별시 도봉구 방학로2길 27, 방학1동 주민센터 2층 ",시행중 ,http://www.unilib.dobong.kr/ 
24,서울,서울 용산청파도서관,"서울특별시 용산구 청파로93길 27, 1층 ",시행중 ,https://www.yslibrary.or.kr 
23,서울,서울 마포푸르메어린이도서관,서울특별시 마포구 월드컵북로 494 ,시행중 ,http://libpu.mapo.go.kr/ 
22,서울,서울 마포꿈나래어린이영어도서관,서울특별시 마포구 월드컵로13길 80 ,시행중 , 
21,서울,서울 마포어린이영어도서관,서울특별시 마포구 도화4길 53 ,시행중 , 
20,서울,서울 마포용강동작은도서관,"서울특별시 마포구 토정로31길 31, 용강동복합청사 2층 ",시행중 ,http://libsmall.mapo.go.kr 
19,서울,서울 마포복사골작은도서관,서울특별시 마포구 도화4길 53 2층(도화동 357-8) ,시행중 ,http://libsmall.mapo.go.kr 
18,서울,서울 마포늘푸른소나무작은도서관,"서울특별시 마포구 백범로 227, 2층 ",시행중 ,http://libsmall.mapo.go.kr 
17,서울,서울 마포성산글마루작은도서관,서울특별시 마포구 월드컵북로 235 ,시행중 ,http://libsmall.mapo.go.kr 
16,서울,서울 마포성메작은도서관,서울특별시 마포구 월드컵북로30길 22 성산2동 주민센터 2층 ,시행중 ,http://libsmall.mapo.go.kr 
15,서울,서울 마포해오름작은도서관,"서울특별시 마포구 신촌로26길 10, 2층 ",시행중 ,http:libsmall.mapo.go.kr 
14,서울,서울 마포꿈을이루는작은도서관,서울특별시 마포구 마포대로 7길 18 아현동 주민센터 2층 ,시행중 ,http://libsmall.mapo.go.kr 
13,서울,서울 마포아름드리작은도서관,"서울특별시 마포구 방울내로7길 11, 망원2동 주민센터 1층 ",시행중 ,http://libsmall.mapo.go.kr 
12,서울,서울 마포구립서강도서관,서울특별시 마포구 독막로 165 ,시행중 ,http://sglib.mapo.go.kr 
11,서울,서울 마포중앙도서관,서울특별시 마포구 성산로 128 ,시행중 ,http://mplib.mapo.go.kr 
10,서울,서울 도봉2동작은도서관,"서울특별시 도봉구 마들로 668, 도봉2동 주민센터 3층 ",시행중 ,http://www.unilib.dobong.kr/ 
9,서울,서울 도봉1동작은도서관,"서울특별시 도봉구 도봉로169나길 22, 도봉1동 주민센터 2층 ",시행중 ,http://www.unilib.dobong.kr/ 
8,서울,서울 도봉지혜의등대작은도서관,서울특별시 도봉구 도봉로 552 ,시행중 ,http://www.dobongsiseol.or.kr 
7,서울,서울 둘리도서관,서울특별시 도봉구 시루봉로1길 6 ,시행중 ,http://www.unilib.dobong.kr/main.do 
6,서울,서울 무수골도서관,서울특별시 도봉구 도봉로175길 10 3층 ,시행중 ,http://cafe.daum.net/dongbong1kidlib 
5,서울,서울 학마을도서관,서울특별시 도봉구 시루봉로 128 ,시행중 ,http://www.unilib.dobong.kr/main.do 
4,서울,서울 도봉기적의도서관,서울특별시 도봉구 마들로797 ,시행중 ,http://www.unilib.dobong.kr/main.do 
3,서울,서울 도봉아이나라도서관,서울특별시 도봉구 노해로69길 151 ,시행중 ,http://www.unilib.dobong.kr/main.do 
2,서울,서울 도봉문화정보도서관,서울특별시 도봉구 덕릉로 315 ,시행중 ,http://www.unilib.dobong.kr/main.do 
1,서울,서울 자양4동새마을작은도서관,서울특별시 광진구 아차산로24길 17(자양동) ,시행중 ,http://smalllib.gwangjin.go.kr 
,,,,,
,,,,,
,,,,,
